last,first,area,year,type,student_coauthor,dare_coauthors_names,dare_coauthors,title_short,venue,doi,doi_clean,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_flag_disagrees,year_disagrees,faculty_type,faculty_rank,is_tt,pct_research,departed_flag,research_fte
Magnan,Nicholas,Ag and Food,2024,JA,Y,NA,0,Challenges to Groundnut Value Chain Development: Lessons from an Attempted Experiment in Ghana,Journal of Development Effectiveness,10.1080/19439342.2024.2319657,10.1080/19439342.2024.2319657,journal development effectiveness,0.5,2024,Exact journal-year,https://openalex.org/W4392906477,https://doi.org/10.1080/19439342.2024.2319657,Challenges to groundnut value chain development: lessons from an (attempted) experiment in Ghana,2024,2024-03-18,article,2,Journal of Development Effectiveness,1943-9342,Taylor & Francis,TRUE,FALSE,6,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2021,JA,Y,NA,0,Can Experiential Games and Improved Risk Coverage Raise Demand for Index Insurance,American Journal of Agricultural Economics,10.1111/ajae.12124,10.1111/ajae.12124,american journal agricultural economics,4.2,2022,Nearest year (2022),https://openalex.org/W3048471999,https://doi.org/10.1111/ajae.12124,Can Experiential Games and Improved Risk Coverage Raise Demand for Index Insurance? Evidence from Kenya,2020,2020-08-12,article,24,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,7,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Manning,Dale,ENRE,2021,JA,N,Goemans;Suter,1,Changing climate changing minds? Effects of natural disasters on public perceptions,Climatic Change,10.1007/s10584-022-03441-9,10.1007/s10584-022-03441-9,climatic change,5.174,2021,Exact journal-year,https://openalex.org/W4298000409,https://doi.org/10.1007/s10584-022-03441-9,"Correction to: Changing climate, changing minds? The effects of natural disasters on public perceptions of climate change",2022,2022-09-01,erratum,2,Climatic Change,0165-0009,Springer Science+Business Media,TRUE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2022,JA,U,Goemans,1,Remote sensing of field-scale irrigation withdrawals in the central Ogallala aquifer,Agricultural Water Management,10.1016/j.agwat.2022.107764,10.1016/j.agwat.2022.107764,agricultural water management,6.7,2022,Exact journal-year,https://openalex.org/W4282928459,https://doi.org/10.1016/j.agwat.2022.107764,Remote sensing of field-scale irrigation withdrawals in the central Ogallala aquifer region,2022,2022-06-15,article,23,Agricultural Water Management,0378-3774,Elsevier BV,FALSE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2021,JA,N,Goemans;Suter,1,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,10.1016/j.reseneeco.2019.101143,resource energy economics,3.553,2021,Exact journal-year,https://openalex.org/W2994849090,https://doi.org/10.1016/j.reseneeco.2019.101143,"Depletion, climate, and the incremental value of groundwater",2019,2019-12-20,article,32,Resource and Energy Economics,0928-7655,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2021,JA,U,Goemans;Suter,1,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,10.1016/j.reseneeco.2021.101143,resource energy economics,3.553,2021,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2023,JA,Y,Goemans,1,Assessment of vulnerability to water shortage in semi-arid river basins,Science of the Total Environment,10.1016/j.scitotenv.2023.161964,10.1016/j.scitotenv.2023.161964,science total environment,8,2024,Nearest year (2024),https://openalex.org/W4318828324,https://doi.org/10.1016/j.scitotenv.2023.161964,Assessment of vulnerability to water shortage in semi-arid river basins: The value of demand reduction and storage capacity,2023,2023-02-01,article,34,The Science of The Total Environment,0048-9697,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2023,JA,U,Burkhardt;Goemans,1,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,10.1016/j.wre.2023.100214,water resources economics,1.9,2024,Nearest year (2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2024,JA,U,Goemans,1,Integrated water management under different water rights institutions,Water Resources Research,10.1029/2024WR037196,10.1029/2024wr037196,water resources research,5,2024,Exact journal-year,https://openalex.org/W4404038588,https://doi.org/10.1029/2024wr037196,Integrated Water Management Under Different Water Rights Institutions and Population Patterns: Methodology and Application,2024,2024-11-01,article,2,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2021,JA,N,Goemans;Suter,1,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,10.1086/714148,journal association environmental resource economists,3.2,2024,Nearest year (2024),https://openalex.org/W3027908917,https://doi.org/10.1086/714148,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies in Common Property Resources,2021,2021-03-02,article,4,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2022,JA,N,NA,0,Ecosystem Services and Land Rental Markets: Producer Costs of Bat Population Crashes,Journal of the Association of Environmental and Resource Economists,10.1086/720303,10.1086/720303,journal association environmental resource economists,3.2,2024,Nearest year (2024),https://openalex.org/W4225547470,https://doi.org/10.1086/720303,Ecosystem Services and Land Rental Markets: Producer Costs of Bat Population Crashes,2022,2022-04-08,article,14,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2022,JA,Y,Goemans;Suter,1,Impacts of Block-Rate Energy Pricing on Groundwater Demand in Irrigated Agriculture,American Journal of Agricultural Economics,10.1111/ajae.12231,10.1111/ajae.12231,american journal agricultural economics,4.2,2022,Exact journal-year,https://openalex.org/W3165941821,https://doi.org/10.1111/ajae.12231,Impacts of<scp>Block‐Rate</scp>Energy Pricing on Groundwater Demand in Irrigated Agriculture,2021,2021-05-31,article,11,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,4,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Manning,Dale,ENRE,2022,JA,N,Burkhardt,1,The Local Effects of Federal Law Enforcement Policies: Sanctuary Jurisdictions and Crime,Contemporary Economic Policy,10.1111/coep.12564,10.1111/coep.12564,contemporary economic policy,1.212,2021,Nearest year (2021),https://openalex.org/W4211021726,https://doi.org/10.1111/coep.12564,The local effects of federal law enforcement policies: Evidence from sanctuary jurisdictions and crime,2022,2022-02-08,article,5,Contemporary Economic Policy,1074-3529,Wiley,FALSE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,50,TRUE,0.5
Mooney,Daniel,Ag and Food,2025,JA,N,NA,0,Synergies and trade-offs between ecosystem services and economics in dryland cover crop systems,Ecosphere,10.1002/ecs2.70397,10.1002/ecs2.70397,ecosphere,3,2025,Exact journal-year,https://openalex.org/W4414175545,https://doi.org/10.1002/ecs2.70397,Synergies and trade‐offs between ecosystem services and economics in dryland cover crop systems,2025,2025-09-01,article,2,Ecosphere,2150-8925,Wiley,TRUE,FALSE,9,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2023,JA,N,NA,0,Estimating the Ex-Ante Adoption Determinants of Novel Cropping Systems with Nonpecuniary Benefits,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.93,10.1002/jaa2.93,journal agricultural applied economics association,1.8,2025,Nearest year (2025),https://openalex.org/W4389228450,https://doi.org/10.1002/jaa2.93,Estimating the ex ante adoption determinants of novel cropping systems with nonpecuniary benefits,2023,2023-11-30,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2025,JA,N,DeLay;Hoag;Ritten,1,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,10.1016/j.rala.2024.05.006,rangelands,NA,NA,No IF match,https://openalex.org/W4407209665,https://doi.org/10.1016/j.rala.2024.05.006,The economic fundamentals of virtual fencing compared to traditional fencing,2025,2025-02-01,article,14,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2024,JA,Y,Hoag,1,Beef Cattle Producer Perspectives on Virtual Fencing,Rangeland Ecology & Management,10.1016/j.rama.2024.06.004,10.1016/j.rama.2024.06.004,rangeland ecology management,2.4,2024,Exact journal-year,https://openalex.org/W4401021950,https://doi.org/10.1016/j.rama.2024.06.004,Beef Cattle Producer Perspectives on Virtual Fencing,2024,2024-07-26,article,17,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,7,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2022,JA,Y,Hoag,1,More Risk More Money: When are Payments for Water Savings from Limited Irrigation Profitable,Water Resources and Economics,10.1016/j.wre.2022.100212,10.1016/j.wre.2022.100212,water resources economics,2.2,2022,Exact journal-year,https://openalex.org/W4308921092,https://doi.org/10.1016/j.wre.2022.100212,"More risk, more money: When are payments for water savings from limited irrigation profitable for farmers?",2022,2022-10-01,article,10,Water Resources and Economics,2212-4284,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2023,JA,Y,Jablonski;Thilmany,1,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,10.1017/s1742170523000145,renewable agriculture food systems,2,2024,Nearest year (2024),https://openalex.org/W4366223024,https://doi.org/10.1017/s1742170523000145,Producers marketing a novel crop: a field-level view of hemp market channels,2023,2023-01-01,article,5,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,10,1,Ming Wang,TRUE,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2021,JA,Y,NA,0,Evaluation of Biological and Economic Efficiency of the All Heifer No Cow Beef Production System,Journal of Animal Science,10.1093/jas/skaa405,10.1093/jas/skaa405,journal animal science,3.338,2021,Exact journal-year,https://openalex.org/W3116943314,https://doi.org/10.1093/jas/skaa405,"Evaluation of biological and economic efficiency of the All Heifer, No Cow beef production system using a system dynamics model based on 6 yr of demonstration herd data",2020,2020-12-22,article,6,Journal of Animal Science,0021-8812,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2023,JA,N,NA,0,Type and Frequency of Wild Pig-Domestic Livestock Contacts and Operator Concern,Q Open,10.1093/qopen/qoad027,10.1093/qopen/qoad027,q open,2.3,2025,Nearest year (2025),https://openalex.org/W4387648594,https://doi.org/10.1093/qopen/qoad027,Type and frequency of wild pig-domestic livestock contacts and operator concern for disease spread,2023,2023-01-01,article,5,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2024,JA,Y,NA,0,Benchmarking Current Pre-Slaughter Management Factors Welfare Indicators and Meat Quality,Translational Animal Science,10.1093/tas/txad150,10.1093/tas/txad150,translational animal science,1.8,2024,Exact journal-year,https://openalex.org/W4390544728,https://doi.org/10.1093/tas/txad150,"Benchmarking current preslaughter management factors, welfare indicators, and meat quality outcomes at commercial fed cattle processing facilities in the United States",2024,2024-01-01,article,6,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2024,JA,Y,NA,0,Pre-Slaughter Factors Affecting Mobility Blood Parameters Bruising and Muscle pH,Translational Animal Science,10.1093/tas/txae035,10.1093/tas/txae035,translational animal science,1.8,2024,Exact journal-year,https://openalex.org/W4392736989,https://doi.org/10.1093/tas/txae035,"Preslaughter factors affecting mobility, blood parameters, bruising, and muscle pH of finished beef cattle in the United States",2024,2024-01-01,article,12,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2024,JA,Y,NA,0,An analysis of preslaughter management factors on welfare and meat quality outcomes,Translational Animal Science,10.1093/tas/txae108,10.1093/tas/txae108,translational animal science,1.8,2024,Exact journal-year,https://openalex.org/W4401040928,https://doi.org/10.1093/tas/txae108,An analysis of the influence of preslaughter management factors on welfare and meat quality outcomes in fed beef cattle in the United States,2024,2024-01-01,article,5,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2025,JA,N,DeLay,1,Externalities in Wild Pig Damages on US Crop and Livestock Farms,PLOS ONE,10.1371/journal.pone.0320316,10.1371/journal.pone.0320316,plos one,2.8,2025,Exact journal-year,https://openalex.org/W4409325059,https://doi.org/10.1371/journal.pone.0320316,Externalities in wild pig damages on U.S. crop and livestock farms: The role of landowner actions and landscape heterogeneity,2025,2025-04-10,article,2,PLoS ONE,1932-6203,Public Library of Science,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2023,JA,Y,NA,0,Comparative Profitability of Irrigated Cropping Activities for Temporary Water Transfers,Journal of Agricultural and Resource Economics,10.22004/ag.econ.320671,10.22004/ag.econ.320671,journal agricultural resource economics,1.4,2024,Nearest year (2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2024,JA,Y,NA,0,Total Ranch Analysis Colorado (TRAC): A Ranch Benchmarking Program,Journal of the American Society of Farm Managers and Rural Appraisers,10.22004/ag.econ.342913,10.22004/ag.econ.342913,journal american society farm managers rural appraisers,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2025,JA,N,DeLay;Ritten,1,Climate and Consolidation in the US Beef Cow Sector,Journal of Agricultural and Resource Economics,10.22004/ag.econ.344684,10.22004/ag.econ.344684,journal agricultural resource economics,1.3,2025,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2024,JA,N,NA,0,Agricultural Producer Decision Making around Water Conservation in the Upper Colorado River Basin,Choices,10.22004/ag.econ.348009,10.22004/ag.econ.348009,choices,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2024,JA,N,DeLay;Hoag;Ritten,1,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,10.22004/ag.econ.349293,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2025,JA,Y,Seidl,1,Exploring the Potential for Innovative Water Management Strategies to Support Irrigated Farmland Transitions,Western Economics Forum,10.22004/ag.econ.364767,10.22004/ag.econ.364767,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2025,JA,N,NA,0,Hemp Farming and Credit Access in the United States,Journal of Agribusiness,10.22004/ag.econ.387628,10.22004/ag.econ.387628,journal agribusiness,NA,NA,No IF match,https://openalex.org/W7125015489,https://doi.org/10.22004/ag.econ.387628,Hemp Farming and Credit Access in the United States: Developing a Conceptual Framework for Future Research,2022,2022-01-01,article,0,"AgEcon Search (University of Minnesota, USA)",NA,University of Minnesota Rochester,TRUE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
Mooney,Daniel,Ag and Food,2023,JA,Y,NA,0,Developing a Crop Water Production Function for Alfalfa Under Deficit Irrigation,Agriculture,10.3390/agriculture13040831,10.3390/agriculture13040831,agriculture,NA,NA,No IF match,https://openalex.org/W4362614797,https://doi.org/10.3390/agriculture13040831,Developing a Crop Water Production Function for Alfalfa under Deficit Irrigation: A Case Study in Eastern Colorado,2023,2023-04-04,article,8,Agriculture,2077-0472,Multidisciplinary Digital Publishing Institute,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,25,FALSE,0.25
