publication_key,oa_id,doi_clean,au_key,au_id,au_display_name,au_name_norm,au_orcid,author_position,is_corresponding,institution,ror,country_code,institution_type,raw_affiliation
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5010544799,A5010544799,Angela M. Dwyer,angela m dwyer,NA,middle,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"Bird Conservancy of the Rockies, Fort Collins, CO, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5010544799,A5010544799,Angela M. Dwyer,angela m dwyer,NA,middle,FALSE,Bird Conservancy of the Rockies,https://ror.org/027kj5136,US,nonprofit,"Bird Conservancy of the Rockies, Fort Collins, CO, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5036718489,A5036718489,Rachel Meade,rachel meade,NA,last,FALSE,Natural Resources Conservation Service,https://ror.org/03j7rgg33,US,government,"USDA-Natural Resources Conservation Service, Denver, CO, USA"
doi:10.1111/ajae.12124,W3048471999,10.1111/ajae.12124,A5010327778,A5010327778,Sarah Janzen,sarah janzen,0000-0002-0256-2192,first,TRUE,NA,NA,NA,NA,
doi:10.1111/ajae.12124,W3048471999,10.1111/ajae.12124,A5087537072,A5087537072,Nicholas Magnan,nicholas magnan,0000-0002-5294-2126,middle,FALSE,NA,NA,NA,NA,
doi:10.1111/ajae.12124,W3048471999,10.1111/ajae.12124,A5087129296,A5087129296,Conner Mullally,conner mullally,0000-0001-5551-332X,middle,FALSE,NA,NA,NA,NA,
doi:10.1111/ajae.12124,W3048471999,10.1111/ajae.12124,A5027474185,A5027474185,Soye Shin,soye shin,0000-0002-8856-8236,middle,FALSE,NA,NA,NA,NA,
doi:10.1111/ajae.12124,W3048471999,10.1111/ajae.12124,A5032493637,A5032493637,I. Bailey Palmer,i bailey palmer,NA,middle,FALSE,NA,NA,NA,NA,
doi:10.1111/ajae.12124,W3048471999,10.1111/ajae.12124,A5005408251,A5005408251,Judith Oduol,judith oduol,0000-0001-6038-6011,middle,FALSE,NA,NA,NA,NA,
doi:10.1111/ajae.12124,W3048471999,10.1111/ajae.12124,A5071127233,A5071127233,Karl Hughes,karl hughes,0000-0002-5176-6909,last,FALSE,NA,NA,NA,NA,
doi:10.1016/j.smallrumres.2021.106611,W4205369369,10.1016/j.smallrumres.2021.106611,A5076799200,A5076799200,Melinda J Ellison,melinda j ellison,0000-0001-7164-7694,first,TRUE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Animal Science, University of Wyoming, 1000 East University Avenue, Laramie, WY 82071, USA"
doi:10.1016/j.smallrumres.2021.106611,W4205369369,10.1016/j.smallrumres.2021.106611,A5016526962,A5016526962,Rebecca Cockrum,rebecca cockrum,0000-0002-0040-238X,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Animal Science, University of Wyoming, 1000 East University Avenue, Laramie, WY 82071, USA"
doi:10.1016/j.smallrumres.2021.106611,W4205369369,10.1016/j.smallrumres.2021.106611,A5110680419,A5110680419,W. J. Means,w j means,NA,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Animal Science, University of Wyoming, 1000 East University Avenue, Laramie, WY 82071, USA"
doi:10.1016/j.smallrumres.2021.106611,W4205369369,10.1016/j.smallrumres.2021.106611,A5049587892,A5049587892,Allison M Meyer,allison m meyer,0000-0002-0072-4039,middle,FALSE,University of Missouri,https://ror.org/02ymw8z06,US,education,"Division of Animal Sciences, University of Missouri, 920 East Campus Drive, Columbia, MO 65211, USA"
doi:10.1016/j.smallrumres.2021.106611,W4205369369,10.1016/j.smallrumres.2021.106611,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Agricultural and Applied Economics, University of Wyoming, 1000 East University Avenue, Laramie, WY 82071, USA"
doi:10.1016/j.smallrumres.2021.106611,W4205369369,10.1016/j.smallrumres.2021.106611,A5108735291,A5108735291,Kathleen J Austin,kathleen j austin,NA,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Animal Science, University of Wyoming, 1000 East University Avenue, Laramie, WY 82071, USA"
doi:10.1016/j.smallrumres.2021.106611,W4205369369,10.1016/j.smallrumres.2021.106611,A5014582803,A5014582803,K. M. Cammack,k m cammack,NA,last,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Animal Science, University of Wyoming, 1000 East University Avenue, Laramie, WY 82071, USA"
doi:10.1016/j.jebo.2022.07.027,W4291734210,10.1016/j.jebo.2022.07.027,A5027474185,A5027474185,Soye Shin,soye shin,0000-0002-8856-8236,first,TRUE,Duke-NUS Medical School,https://ror.org/02j1m6098,SG,education,"Program in Health Services and Systems Research, Duke-NUS Medical School, 8 College Road, 169857 Singapore"
doi:10.1016/j.jebo.2022.07.027,W4291734210,10.1016/j.jebo.2022.07.027,A5087537072,A5087537072,Nicholas Magnan,nicholas magnan,0000-0002-5294-2126,middle,FALSE,University of Georgia,https://ror.org/00te3t702,US,education,"Department of Agricultural & Applied Economics, University of Georgia, 315C Conner Hall, Athens, GA 30602, USA"
doi:10.1016/j.jebo.2022.07.027,W4291734210,10.1016/j.jebo.2022.07.027,A5087129296,A5087129296,Conner Mullally,conner mullally,0000-0001-5551-332X,middle,FALSE,University of Florida,https://ror.org/02y3ad647,US,education,"Food and Resource Economics Department, University of Florida, 1107 McCarty Hall, Gainesville, FL 32611, USA"
doi:10.1016/j.jebo.2022.07.027,W4291734210,10.1016/j.jebo.2022.07.027,A5010327778,A5010327778,Sarah Janzen,sarah janzen,0000-0002-0256-2192,last,FALSE,University of Illinois Urbana-Champaign,https://ror.org/047426m28,US,education,"Department of Agricultural & Consumer Economics, University of Illinois Urbana-Champaign, 317 Mumford Hall Urbana, IL 61801, USA"
doi:10.1086/720303,W4225547470,10.1086/720303,A5075200954,A5075200954,Dale T. Manning,dale t manning,0000-0001-6465-5530,first,FALSE,NA,NA,NA,NA,
doi:10.1086/720303,W4225547470,10.1086/720303,A5030913010,A5030913010,Amy W. Ando,amy w ando,0000-0002-3279-8075,last,FALSE,NA,NA,NA,NA,
doi:10.1093/tas/txae035,W4392736989,10.1093/tas/txae035,A5013241442,A5013241442,Paxton Sullivan,paxton sullivan,0000-0001-7715-2828,first,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Animal Sciences, Colorado State University , Fort Collins, CO 80523 , USA; Department of Animal Sciences, Colorado State University, Fort Collins, Colorado 80523, USA"
doi:10.1093/tas/txae035,W4392736989,10.1093/tas/txae035,A5073211524,A5073211524,Melissa Davis,melissa davis,0000-0001-9986-6143,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Animal Sciences, Colorado State University , Fort Collins, CO 80523 , USA; Department of Animal Sciences, Colorado State University, Fort Collins, Colorado 80523, USA"
doi:10.1093/tas/txae035,W4392736989,10.1093/tas/txae035,A5041573292,A5041573292,Mahesh N. Nair,mahesh n nair,0000-0002-2917-1028,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Animal Sciences, Colorado State University , Fort Collins, CO 80523 , USA; Department of Animal Sciences, Colorado State University, Fort Collins, Colorado 80523, USA"
doi:10.1093/tas/txae035,W4392736989,10.1093/tas/txae035,A5085533451,A5085533451,Ann M. Hess,ann m hess,0000-0001-5960-1685,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Statistics, Colorado State University , Fort Collins, CO 80523 , USA; Department of Statistics, Colorado State University, Fort Collins, Colorado 80523, USA"
doi:10.1093/tas/txae035,W4392736989,10.1093/tas/txae035,A5080323738,A5080323738,Daniel F. Mooney,daniel f mooney,0000-0002-5056-9102,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,"Department of Agricultural and Resource Economics, Colorado State University , Fort Collins, CO 80523 , USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado 80523, USA"
doi:10.1093/tas/txae035,W4392736989,10.1093/tas/txae035,A5080323738,A5080323738,Daniel F. Mooney,daniel f mooney,0000-0002-5056-9102,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University , Fort Collins, CO 80523 , USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado 80523, USA"
doi:10.1093/tas/txae035,W4392736989,10.1093/tas/txae035,A5045305791,A5045305791,Lily Edwards-Callaway,lily edwards callaway,0000-0002-0737-9899,last,TRUE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Animal Sciences, Colorado State University , Fort Collins, CO 80523 , USA; Department of Animal Sciences, Colorado State University, Fort Collins, Colorado 80523, USA"
doi:10.1016/j.rama.2024.04.011,W4399202799,10.1016/j.rama.2024.04.011,A5053897338,A5053897338,David J. Augustine,david j augustine,0000-0003-3144-0466,first,TRUE,Agricultural Research Service - Plains Area,https://ror.org/03sqy6516,US,government,"Ecologist, US Department of Agriculture−Agricultural Research Service, Plains Area Rangeland Resources and Systems Research Unit, Fort Collins, CO, 80526, USA"
doi:10.1016/j.rama.2024.04.011,W4399202799,10.1016/j.rama.2024.04.011,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Associate Professor, AgNext, Colorado State University, Fort Collins, CO, 80523, USA"
doi:10.1016/j.rama.2024.04.011,W4399202799,10.1016/j.rama.2024.04.011,A5022168676,A5022168676,David L. Hoover,david l hoover,0000-0002-9326-9791,middle,FALSE,Agricultural Research Service - Plains Area,https://ror.org/03sqy6516,US,government,"Ecohydrologist, US Department of Agriculture−Agricultural Research Service, Plains Area Rangeland Resources and Systems Research Unit, Fort Collins, CO, 80526, USA"
doi:10.1016/j.rama.2024.04.011,W4399202799,10.1016/j.rama.2024.04.011,A5011607769,A5011607769,Justin Derner,justin derner,0000-0001-8076-0736,last,FALSE,NA,NA,NA,NA,"Research Leader and Supervisory Research Rangeland Management Specialist, USDA-ARS Plains Area Rangeland Resources and Systems Research Unit, Cheyenne, WY, 82001, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5004206596,A5004206596,Tevyn Baldwin,tevyn baldwin,NA,first,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Graduate Student, Department of Agricultural and Applied Economics, University of Wyoming, Laramie, WY, 82071, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Professor, Department of Agricultural and Applied Economics, University of Wyoming, Laramie, WY, 82071, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5011607769,A5011607769,Justin Derner,justin derner,0000-0001-8076-0736,middle,TRUE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"Supervisory Research Rangeland Management Specialist, US Department of Agriculture, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY, 82009/1701, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5011607769,A5011607769,Justin Derner,justin derner,0000-0001-8076-0736,middle,TRUE,United States Department of Agriculture,https://ror.org/01na82s61,US,government,"Supervisory Research Rangeland Management Specialist, US Department of Agriculture, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY, 82009/1701, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5053897338,A5053897338,David J. Augustine,david j augustine,0000-0003-3144-0466,middle,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"Ecologist, US Department of Agriculture, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY, 82009/1701, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5053897338,A5053897338,David J. Augustine,david j augustine,0000-0003-3144-0466,middle,FALSE,United States Department of Agriculture,https://ror.org/01na82s61,US,government,"Ecologist, US Department of Agriculture, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY, 82009/1701, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5013939276,A5013939276,Hailey Wilmer,hailey wilmer,0000-0003-0810-9687,middle,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"Research Rangeland Management Specialist, US Department of Agriculture, Agricultural Research Service, Range Sheep Production Efficiency Research Unit, Dubois, ID, 83423, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5013939276,A5013939276,Hailey Wilmer,hailey wilmer,0000-0003-0810-9687,middle,FALSE,United States Department of Agriculture,https://ror.org/01na82s61,US,government,"Research Rangeland Management Specialist, US Department of Agriculture, Agricultural Research Service, Range Sheep Production Efficiency Research Unit, Dubois, ID, 83423, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5040992076,A5040992076,Jeff Wahlert,jeff wahlert,NA,middle,FALSE,NA,NA,NA,NA,"Rancher, JT Wahlert Ranch, LLC, Grover, CO, 80729, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,name:steve anderson,NA,Steve Anderson,steve anderson,NA,middle,FALSE,NA,NA,NA,NA,"Rancher, Flying T Ranch, LLLP, Grover, CO, 80729, USA"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5033955383,A5033955383,J. Gonzalo N. Irisarri,j gonzalo n irisarri,0000-0001-8610-3040,middle,FALSE,Rothamsted Research,https://ror.org/0347fy350,GB,facility,"Research Scientist, Sustainable Agriculture Sciences, Rothamsted Research, North Wyke, UK"
doi:10.1016/j.rala.2022.04.002,W4281652952,10.1016/j.rala.2022.04.002,A5072903566,A5072903566,Dannele E. Peck,dannele e peck,0000-0001-5464-8097,last,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"Northern Plains Climate Hub Director, US Department of Agriculture, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY, 82009/1701, USA"
doi:10.1016/j.jenvman.2022.116420,W4315631941,10.1016/j.jenvman.2022.116420,A5052478658,A5052478658,Anna T. Maher,anna t maher,0000-0002-7919-3102,first,TRUE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA. Electronic address: amaher@uwyo.edu; Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA"
doi:10.1016/j.jenvman.2022.116420,W4315631941,10.1016/j.jenvman.2022.116420,A5073212552,A5073212552,Nicolas E. Quintana‐Ashwell,nicolas e quintana ashwell,0000-0002-6656-8067,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA"
doi:10.1016/j.jenvman.2022.116420,W4315631941,10.1016/j.jenvman.2022.116420,A5024300631,A5024300631,John A. Tanaka,john a tanaka,0000-0002-3476-1591,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA"
doi:10.1016/j.jenvman.2022.116420,W4315631941,10.1016/j.jenvman.2022.116420,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Agriculture and Applied Economics, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA"
doi:10.1016/j.jenvman.2022.116420,W4315631941,10.1016/j.jenvman.2022.116420,A5003170447,A5003170447,Kristie A. Maczko,kristie a maczko,0000-0003-0804-5863,last,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA; Sustainable Rangelands Roundtable, Fort Collins, CO, 80526, USA; Sustainable Rangelands Roundtable, Fort Collins, CO, 80526, USA; Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA"
doi:10.1016/j.jenvman.2022.116420,W4315631941,10.1016/j.jenvman.2022.116420,A5003170447,A5003170447,Kristie A. Maczko,kristie a maczko,0000-0003-0804-5863,last,FALSE,Business Roundtable,https://ror.org/00c4hg173,US,other,"Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA; Sustainable Rangelands Roundtable, Fort Collins, CO, 80526, USA; Sustainable Rangelands Roundtable, Fort Collins, CO, 80526, USA; Department of Ecosystem Science and Management, University of Wyoming, 1000 E. University Ave, Laramie, WY, 82071, USA"
doi:10.1016/j.rala.2022.05.003,W4298120606,10.1016/j.rala.2022.05.003,A5080640333,A5080640333,Edward J. Raynor,edward j raynor,0000-0003-2483-4694,first,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"USDA, Agricultural Research Service, Pasture Systems and Water Management Research Unit, University Park, PA 16802, USA"
doi:10.1016/j.rala.2022.05.003,W4298120606,10.1016/j.rala.2022.05.003,A5011607769,A5011607769,Justin Derner,justin derner,0000-0001-8076-0736,middle,TRUE,Agricultural Research Service - Plains Area,https://ror.org/03sqy6516,US,government,"USDA, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Fort Collins, CO 80526 and Cheyenne, WY 82009, USA"
