last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,doi_clean,publication_key,affiliated_at_publication,affiliation_status,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_cv,student_cv_conflict,year_canonical,year_conflict,year_disagrees,student_coauthor_final,student_evidence,in_reporting_window
Kroll,Stephan,ENRE,2024,JA,a,N,0,NA,International Climate Agreements under the Threat of Solar Geoengineering,Journal of the Association of Environmental and Resource Economists,10.1086/728140,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1086/728140,doi:10.1086/728140,1,Active CSU affiliation,journal association environmental resource economists,3.2,2024,Exact journal-year,W4387444518,https://doi.org/10.1086/728140,International Climate Agreements under the Threat of Solar Geoengineering,2023,2023-10-09,article,9,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2024,FALSE,TRUE,N,Neither,TRUE
Woerman,Matt,ENRE,2024,JA,a,N,0,NA,Intermittency or uncertainty? Impacts of renewable energy in electricity markets,Journal of the Association of Environmental and Resource Economists,10.1086/729841,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1086/729841,doi:10.1086/729841,1,Active CSU affiliation,journal association environmental resource economists,3.2,2024,Exact journal-year,W4391542603,https://doi.org/10.1086/729841,Intermittency or Uncertainty? Impacts of Renewable Energy in Electricity Markets,2024,2024-02-05,article,10,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,2,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Costanigro,Marco,Ag and Food,2021,JA,a,N,1,Costanigro;Jablonski,Consumer Stigma and the Reputation Trap Hypothesis,Journal of Wine Economics,10.1017/jwe.2021.8,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1017/jwe.2021.8,doi:10.1017/jwe.2021.8,1,Active CSU affiliation,journal wine economics,2.178,2021,Exact journal-year,W3156003308,https://doi.org/10.1017/jwe.2021.8,Consumer Stigma and the Reputation Trap Hypothesis: An In-Store Experiment with Colorado Wines,2021,2021-04-12,article,2,Journal of Wine Economics,1931-4361,Cambridge University Press,TRUE,FALSE,2,NA,NA,NA,N,TRUE,2021,FALSE,FALSE,N,Neither,TRUE
Jablonski,Becca,Ag and Food,2021,JA,a,U,1,Costanigro;Jablonski,Consumer Stigma and the Reputation Trap Hypothesis,Journal of Wine Economics,10.1017/jwe.2021.8,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1017/jwe.2021.8,doi:10.1017/jwe.2021.8,1,Active CSU affiliation,journal wine economics,2.178,2021,Exact journal-year,W3156003308,https://doi.org/10.1017/jwe.2021.8,Consumer Stigma and the Reputation Trap Hypothesis: An In-Store Experiment with Colorado Wines,2021,2021-04-12,article,2,Journal of Wine Economics,1931-4361,Cambridge University Press,TRUE,FALSE,2,NA,NA,NA,N,TRUE,2021,FALSE,FALSE,N,Neither,TRUE
Delay,Nathan,Ag and Food,2024,JA,a,N,0,NA,Value of Farm Data in Farmland Rental Markets,Land Economics,10.3368/le.100.4.041023-0032R1,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3368/le.100.4.041023-0032r1,doi:10.3368/le.100.4.041023-0032r1,1,Active CSU affiliation,land economics,1.6,2024,Exact journal-year,W4393161275,https://doi.org/10.3368/le.100.4.041023-0032r1,Value of Farm Data in Farmland Rental Markets,2024,2024-03-25,article,1,Land Economics,0023-7639,University of Wisconsin Press,FALSE,FALSE,5,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Lewis,Lynne,ENRE,2024,JA,a,N,0,NA,Fat Tails and WTP: Kristrom revisited,Land Economics,10.3368/le.100.4.060823-0052r,lewislynne.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3368/le.100.4.060823-0052r,doi:10.3368/le.100.4.060823-0052r,1,Active CSU affiliation,land economics,1.6,2024,Exact journal-year,W4393145512,https://doi.org/10.3368/le.100.4.060823-0052r,"Fat Tails, Flat Tails, and Willingness to Pay: Kriström Revisited",2024,2024-03-25,article,3,Land Economics,0023-7639,University of Wisconsin Press,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2026,JA,a,N,0,NA,Are mobility data a substitute for travel cost surveys,Land Economics,10.3368/le.102.3.012626-0015,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,1,10.3368/le.102.3.012626-0015,doi:10.3368/le.102.3.012626-0015,1,Active CSU affiliation,land economics,1.9,2025,Nearest year (2025),W7135135882,https://doi.org/10.3368/le.102.3.012626-0015,Are Mobile Device Location Data a Substitute for Travel Cost Surveys?,2026,2026-03-11,article,1,Land Economics,0023-7639,University of Wisconsin Press,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2026,FALSE,FALSE,N,Neither,FALSE
Suter,Jordan,ENRE,2021,JA,a,N,0,NA,The Importance of Well Yield in Groundwater Demand Specification,Land Economics,10.3368/wple.97.3.030320-0031r1,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3368/wple.97.3.030320-0031r1,doi:10.3368/wple.97.3.030320-0031r1,1,Active CSU affiliation,land economics,2.03,2021,Exact journal-year,W3204241389,https://doi.org/10.3368/wple.97.3.030320-0031r1,The Importance of Well Yield in Groundwater Demand Specifications,2021,2021-08-01,article,1,Land Economics,0023-7639,University of Wisconsin Press,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Burkhardt,Jesse,ENRE,2023,JA,a,N,0,NA,Field experimental evidence on the effect of pricing on residential electricity conservation,Management Science,10.1287/mnsc.2020.02074,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1287/mnsc.2020.02074,doi:10.1287/mnsc.2020.02074,1,Active CSU affiliation,management science,5.4,2022,Nearest year (2022),W4388454759,https://doi.org/10.1287/mnsc.2020.02074,Field Experimental Evidence on the Effect of Pricing on Residential Electricity Conservation,2023,2023-11-07,article,29,Management Science,0025-1909,Institute for Operations Research and the Management Sciences,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Countryman,Amanda,Ag and Food,2024,JA,a,Y,0,NA,Consumer willingness to pay for beef based on color and price discounts,Meat Science,10.1016/j.meatsci.2024.109597,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.meatsci.2024.109597,doi:10.1016/j.meatsci.2024.109597,1,Active CSU affiliation,meat science,6.1,2024,Exact journal-year,W4400612753,https://doi.org/10.1016/j.meatsci.2024.109597,Consumer willingness to pay (WTP) for beef based on color and price discounts,2024,2024-07-14,article,24,Meat Science,0309-1740,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Bayham,Jude,ENRE,2021,JA,b,N,0,NA,Maximizing the Efficiency of Active Case Finding for SARS-CoV-2 Using Bandit Algorithms,Medical Decision Making,10.1177/0272989x211021603,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1177/0272989x211021603,doi:10.1177/0272989x211021603,1,Active CSU affiliation,medical decision making,2.749,2021,Exact journal-year,W3168577360,https://doi.org/10.1177/0272989x211021603,Maximizing the Efficiency of Active Case Finding for SARS-CoV-2 Using Bandit Algorithms,2021,2021-06-14,article,9,Medical Decision Making,0272-989X,SAGE Publishing,TRUE,FALSE,16,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Enns,Kellie,Ag Ed,2023,JA,b,Y,0,NA,Impacts of the COVID-19 Pandemic on Student Performance and Perceptions of Learning,NACTA Journal,10.56103/nactaj.v67i1.94,ennskellie.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.56103/nactaj.v67i1.94,doi:10.56103/nactaj.v67i1.94,1,Active CSU affiliation,nacta journal,NA,NA,No IF match,W4382025137,https://doi.org/10.56103/nactaj.v67i1.94,Impacts of the COVID-19 Pandemic on Student Performance and Perceptions of Learning,2023,2023-06-07,article,2,NACTA Journal,0149-4910,NA,TRUE,FALSE,3,NA,NA,NA,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Bennett,Jenny,Ag Ed,2025,JA,b,N,1,Bennett;Clark;Enns,An examination of the effectiveness of an institutional intervention to improve retention,NACTA Journal,10.56103/nactaj.v69i1.210,bennettjenny.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.56103/nactaj.v69i1.210,doi:10.56103/nactaj.v69i1.210,1,Active CSU affiliation,nacta journal,NA,NA,No IF match,W4410430809,https://doi.org/10.56103/nactaj.v69i1.210,Examination of the Effectiveness of an Institutional Intervention to Improve Retention at an Agricultural College,2025,2025-05-16,article,0,NACTA Journal,0149-4910,NA,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Clark,Nathan,Ag Ed,2025,JA,b,N,1,Bennett;Clark;Enns,An examination of the effectiveness of an institutional intervention to improve retention,NACTA Journal,10.56103/nactaj.v69i1.210,clarknathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.56103/nactaj.v69i1.210,doi:10.56103/nactaj.v69i1.210,1,Active CSU affiliation,nacta journal,NA,NA,No IF match,W4410430809,https://doi.org/10.56103/nactaj.v69i1.210,Examination of the Effectiveness of an Institutional Intervention to Improve Retention at an Agricultural College,2025,2025-05-16,article,0,NACTA Journal,0149-4910,NA,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Enns,Kellie,Ag Ed,2025,JA,b,N,1,Bennett;Clark;Enns,An examination of the effectiveness of an institutional intervention to improve retention,NACTA Journal,10.56103/nactaj.v69i1.210,ennskellie.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.56103/nactaj.v69i1.210,doi:10.56103/nactaj.v69i1.210,1,Active CSU affiliation,nacta journal,NA,NA,No IF match,W4410430809,https://doi.org/10.56103/nactaj.v69i1.210,Examination of the Effectiveness of an Institutional Intervention to Improve Retention at an Agricultural College,2025,2025-05-16,article,0,NACTA Journal,0149-4910,NA,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Woerman,Matt,ENRE,2026,JA,a,NA,0,NA,Reproducibility and robustness of economics and political science research,Nature,10.1038/s41586-026-10251-x,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1038/s41586-026-10251-x,doi:10.1038/s41586-026-10251-x,1,Active CSU affiliation,nature,56.1,2025,Nearest year (2025),W7147329468,https://doi.org/10.1038/s41586-026-10251-x,Reproducibility and robustness of economics and political science research,2026,2026-04-01,article,7,Nature,0028-0836,Nature Portfolio,TRUE,FALSE,100,NA,NA,NA,U,FALSE,2026,FALSE,FALSE,U,Undetermined,FALSE
Burkhardt,Jesse,ENRE,2025,JA,a,N,0,NA,Solar energy resource availability under extreme and historical wildfire smoke conditions,Nature Communications,10.1038/s41467-024-54163-8,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1038/s41467-024-54163-8,doi:10.1038/s41467-024-54163-8,1,Active CSU affiliation,nature communications,18.1,2025,Exact journal-year,W4406001170,https://doi.org/10.1038/s41467-024-54163-8,Solar energy resource availability under extreme and historical wildfire smoke conditions,2025,2025-01-02,article,20,Nature Communications,2041-1723,Nature Portfolio,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Seidl,Andrew,ENRE,2021,JA,a,N,0,NA,The effectiveness of national biodiversity investments to protect the wealth of nature,Nature Ecology and Evolution,10.1038/s41559-020-01372-1,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1038/s41559-020-01372-1,doi:10.1038/s41559-020-01372-1,1,Active CSU affiliation,nature ecology evolution,19.1,2021,Exact journal-year,W3122428385,https://doi.org/10.1038/s41559-020-01372-1,The effectiveness of national biodiversity investments to protect the wealth of nature,2021,2021-01-18,article,47,Nature Ecology & Evolution,2397-334X,Nature Portfolio,FALSE,FALSE,5,1,Kelvin Mulungu,FALSE,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Seidl,Andrew,ENRE,2023,JA,a,N,0,NA,Crowdfunding marine and coastal parks and protected areas,Ocean & Coastal Management,10.1016/j.ocecoaman.2023.106726,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.ocecoaman.2023.106726,doi:10.1016/j.ocecoaman.2023.106726,1,Active CSU affiliation,ocean coastal management,NA,NA,No IF match,W4383032658,https://doi.org/10.1016/j.ocecoaman.2023.106726,Crowdfunding marine and coastal protected areas: Reducing the revenue gap and financial vulnerabilities revealed by COVID-19,2023,2023-07-03,article,10,Ocean & Coastal Management,0964-5691,Elsevier BV,FALSE,FALSE,11,1,Kelly Wallace,FALSE,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Seidl,Andrew,ENRE,2021,JA,a,N,0,NA,Building sustainable financing for resilient protected and conserved areas,PARKS,10.2305/IUCN.CH.2021.PARKS-27-SITC.en,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.2305/iucn.ch.2021.parks-27-sitc.en,doi:10.2305/iucn.ch.2021.parks-27-sitc.en,1,Active CSU affiliation,parks,NA,NA,No IF match,W3137015242,https://doi.org/10.2305/iucn.ch.2021.parks-27-sitc.en,Building sustainable finance for resilient protected and conserved areas: lessons from COVID-19,2021,2021-03-11,article,35,PARKS,0960-233X,World Commission on Protected Areas,TRUE,FALSE,7,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Hoag,Dana,ENRE,2026,JA,a,N,0,NA,Drivers of wolf depredation reporting and compensation use intentions by livestock producers,PeerJ,10.7717/peerj.20732,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.7717/peerj.20732,doi:10.7717/peerj.20732,1,Active CSU affiliation,peerj,2.9,2025,Nearest year (2025),W7127181137,https://doi.org/10.7717/peerj.20732,Drivers of wolf depredation reporting and compensation use intentions by livestock producers,2026,2026-02-02,article,0,PeerJ,2167-8359,"PeerJ, Inc.",TRUE,FALSE,6,NA,NA,NA,N,FALSE,2026,FALSE,FALSE,N,Neither,FALSE
Suter,Jordan,ENRE,2022,JA,a,Y,0,NA,Summer Crowds: USFS Campground Reservations During the COVID-19 Pandemic,PLOS ONE,10.1371/journal.pone.0261833,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1371/journal.pone.0261833,doi:10.1371/journal.pone.0261833,1,Active CSU affiliation,plos one,3.7,2022,Exact journal-year,W4206111445,https://doi.org/10.1371/journal.pone.0261833,Summer crowds: An analysis of USFS campground reservations during the COVID-19 pandemic,2022,2022-01-12,article,10,PLoS ONE,1932-6203,Public Library of Science,TRUE,FALSE,3,1,Mostafa Shartaj,TRUE,Y,FALSE,2022,FALSE,FALSE,Y,CV and registrar,TRUE
Countryman,Amanda,Ag and Food,2024,JA,a,Y,0,NA,Economic effects of livestock disease burden in Ethiopia: a CGE analysis,PLOS ONE,10.1371/journal.pone.0310268,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1371/journal.pone.0310268,doi:10.1371/journal.pone.0310268,1,Active CSU affiliation,plos one,2.6,2024,Exact journal-year,W4405940882,https://doi.org/10.1371/journal.pone.0310268,Economic effects of livestock disease burden in Ethiopia: A computable general equilibrium analysis,2024,2024-12-31,article,14,PLoS ONE,1932-6203,Public Library of Science,TRUE,FALSE,5,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Delay,Nathan,Ag and Food,2025,JA,a,N,1,Delay;Mooney,Externalities in Wild Pig Damages on US Crop and Livestock Farms,PLOS ONE,10.1371/journal.pone.0320316,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1371/journal.pone.0320316,doi:10.1371/journal.pone.0320316,1,Active CSU affiliation,plos one,2.8,2025,Exact journal-year,W4409325059,https://doi.org/10.1371/journal.pone.0320316,Externalities in wild pig damages on U.S. crop and livestock farms: The role of landowner actions and landscape heterogeneity,2025,2025-04-10,article,2,PLoS ONE,1932-6203,Public Library of Science,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Mooney,Daniel,Ag and Food,2025,JA,a,N,1,Delay;Mooney,Externalities in Wild Pig Damages on US Crop and Livestock Farms,PLOS ONE,10.1371/journal.pone.0320316,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1371/journal.pone.0320316,doi:10.1371/journal.pone.0320316,1,Active CSU affiliation,plos one,2.8,2025,Exact journal-year,W4409325059,https://doi.org/10.1371/journal.pone.0320316,Externalities in wild pig damages on U.S. crop and livestock farms: The role of landowner actions and landscape heterogeneity,2025,2025-04-10,article,2,PLoS ONE,1932-6203,Public Library of Science,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Goemans,Chris,ENRE,2024,JA,a,N,0,NA,A review of residential water conservation policies,PLOS Water,10.1371/journal.pwat.0000278,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1371/journal.pwat.0000278,doi:10.1371/journal.pwat.0000278,1,Active CSU affiliation,plos water,2.8,2024,Exact journal-year,W4401695105,https://doi.org/10.1371/journal.pwat.0000278,A review of residential water conservation policies and attempts to measure their effectiveness,2024,2024-08-19,article,11,PLOS Water,2767-3219,Public Library of Science,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Delay,Nathan,Ag and Food,2021,JA,a,N,0,NA,Understanding the Farm Data Lifecycle,Precision Agriculture,10.1007/s11119-021-09807-w,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s11119-021-09807-w,doi:10.1007/s11119-021-09807-w,1,Active CSU affiliation,precision agriculture,5.767,2021,Exact journal-year,W3158856111,https://doi.org/10.1007/s11119-021-09807-w,"Understanding the farm data lifecycle: collection, use, and impact of farm data on U.S. commercial corn and soybean farms",2021,2021-04-24,article,19,Precision Agriculture,1385-2256,Springer Science+Business Media,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Countryman,Amanda,Ag and Food,2025,JA,a,U,0,NA,Integrating epidemiological and economic models to estimate FMD outbreak cost in Brazil,Preventive Veterinary Medicine,10.1016/j.prevetmed.2025.106558,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.prevetmed.2025.106558,doi:10.1016/j.prevetmed.2025.106558,1,Active CSU affiliation,preventive veterinary medicine,2.8,2025,Exact journal-year,W4410384050,https://doi.org/10.1016/j.prevetmed.2025.106558,Integrating epidemiological and economic models to estimate the cost of simulated foot-and-mouth disease outbreaks in Brazil,2025,2025-05-15,article,3,Preventive Veterinary Medicine,0167-5877,Elsevier BV,FALSE,FALSE,8,NA,NA,NA,U,FALSE,2025,FALSE,FALSE,U,Undetermined,TRUE
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Measuring voluntary and policy-induced social distancing behavior during COVID-19,Proceedings of the National Academy of Sciences,10.1073/pnas.2008814118,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1073/pnas.2008814118,doi:10.1073/pnas.2008814118,1,Active CSU affiliation,proceedings national academy sciences,11.1,2022,Nearest year (2022),W3141737218,https://doi.org/10.1073/pnas.2008814118,Measuring voluntary and policy-induced social distancing behavior during the COVID-19 pandemic,2021,2021-04-05,article,167,Proceedings of the National Academy of Sciences,0027-8424,National Academy of Sciences,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Countryman,Amanda,Ag and Food,2021,JA,b,N,0,NA,"The Impacts of COVID-19 on GDP, food prices, and food security",Q Open,10.1093/qopen/qoab005,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1093/qopen/qoab005,doi:10.1093/qopen/qoab005,1,Active CSU affiliation,q open,2.3,2025,Nearest year (2025),W3146301825,https://doi.org/10.1093/qopen/qoab005,"The impacts of COVID-19 on GDP, food prices, and food security",2021,2021-01-01,article,51,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Kroll,Stephan,ENRE,2021,JA,b,N,0,NA,Inequality Hinders Group Efforts to Avoid Environmental Disasters,Q Open,10.1093/qopen/qoab006,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1093/qopen/qoab006,doi:10.1093/qopen/qoab006,1,Active CSU affiliation,q open,2.3,2025,Nearest year (2025),W3160910648,https://doi.org/10.1093/qopen/qoab006,Inequality hinders group efforts to avoid environmental disasters,2021,2021-01-01,article,3,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,2,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
